ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,rejected,anomaly,anomaly_score
1445358918.793804,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46348,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358920.79472,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46349,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358911.299419,CEU8yO2DVhEJZTo3H7,192.168.89.2,37801,8.8.8.8,53,udp,27075,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358922.795798,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46350,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358924.848872,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46351,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358926.849957,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46352,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358928.851004,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46353,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358930.852097,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46354,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358931.138322,C1CHcv2xeq0Kw56YKk,192.168.88.52,60241,192.168.88.1,53,udp,17319,p15-calendars.icloud.com,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,True,0.13265134984553562
1445358921.326201,CGacRzkUgu9XS8s55,192.168.89.2,57965,8.8.8.8,53,udp,15159,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358932.853162,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46355,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358934.854256,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46356,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358936.319711,CzoTto3fEFEzZPBXz6,192.168.88.52,57624,192.168.88.1,53,udp,35592,mtalk.google.com,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.006152590066908714
1445358936.855347,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46357,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358938.856423,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46358,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358940.857485,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46359,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358931.945326,CyQPI61ylyQn0j0RDb,192.168.89.2,3199,8.8.8.8,53,udp,25617,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358942.858575,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46360,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358943.245294,CzZgq74KlzcM8BKFr,192.168.88.52,50646,192.168.88.1,53,udp,9370,swscan.apple.com,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,True,0.01043238646094824
1445358944.611398,CrPiA51FHuaziCzg8h,192.168.88.52,52596,192.168.88.1,53,udp,36306,local,1,C_INTERNET,6,SOA,5.0,REFUSED,False,False,True,False,0,True,False,-0.0
1445358944.914818,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46361,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358946.915917,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46362,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358948.917167,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46363,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358950.712371,C7fQFG24wOWfOp70Z,192.168.88.52,54118,192.168.88.1,53,udp,25529,db._dns-sd._udp.0.162.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.18149743139870733
1445358950.714225,CMlhNK2UtwaRDzF0rg,192.168.88.52,65107,192.168.88.1,53,udp,26238,b._dns-sd._udp.0.162.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1817555339884953
1445358950.718982,CTmxVa2PXKUCa8cL19,192.168.88.52,56865,192.168.88.1,53,udp,61134,r._dns-sd._udp.0.162.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1806393471280784
1445358950.720411,CYM6PG3DNCRx7cDmM5,192.168.88.52,62577,192.168.88.1,53,udp,20791,dr._dns-sd._udp.0.162.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1803816220728055
1445358950.723982,CJ6kbT3NUj07M8PzL,192.168.88.52,50194,192.168.88.1,53,udp,43608,b._dns-sd._udp.0.223.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1817555339884953
1445358950.725399,CG52jK3F2OOlqFdtu1,192.168.88.52,53229,192.168.88.1,53,udp,48538,db._dns-sd._udp.0.223.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1817555339884953
1445358950.729425,Cvh6q74pLBOo6gceDj,192.168.88.52,60050,192.168.88.1,53,udp,3950,r._dns-sd._udp.0.223.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.18149743139870733
1445358950.730043,Ck0Z554hhU4mEVQQYb,192.168.88.52,51079,192.168.88.1,53,udp,8869,dr._dns-sd._udp.0.223.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1806393471280784
1445358950.731102,CLhcMi3UeiGawLRFk8,192.168.88.52,61118,192.168.88.1,53,udp,7235,b._dns-sd._udp.0.88.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1751753169889565
1445358950.732173,CNsV5O1oqJHbik3qKk,192.168.88.52,57465,192.168.88.1,53,udp,63767,db._dns-sd._udp.0.88.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.1803816220728055
1445358950.734945,CAA7mwJDh7YJV6aub,192.168.88.52,60249,192.168.88.1,53,udp,32031,r._dns-sd._udp.0.88.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.17406875521225706
1445358950.737483,CyMJmM3yMukqmmUvDl,192.168.88.52,62166,192.168.88.1,53,udp,39571,dr._dns-sd._udp.0.88.168.192.in-addr.arpa,1,C_INTERNET,12,PTR,5.0,REFUSED,False,False,True,False,0,True,True,0.18012398418940967
1445358950.918143,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46364,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358942.053441,CR1EjJ21Hm7jUlsYEa,192.168.89.2,11734,8.8.8.8,53,udp,18103,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358952.919312,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46365,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358954.921081,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46366,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358956.922305,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46367,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358958.923236,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46368,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358960.924464,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46369,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358952.051535,CQ11Rr2XTijQrW3XTb,192.168.89.2,9138,8.8.8.8,53,udp,19847,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358962.925391,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46370,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358964.999647,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46371,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358967.000556,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46372,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358948.03151,C4AB6z42XTQb7iToAk,192.168.89.2,2056,8.8.8.8,53,udp,2,ntp1.dlink.com,1,C_INTERNET,1,A,,,False,False,True,False,0,False,True,0.17029339216167982
1445358958.030241,C4AB6z42XTQb7iToAk,192.168.89.2,2056,8.8.8.8,53,udp,4,ntp1.dlink.com,1,C_INTERNET,1,A,,,False,False,True,False,0,False,True,0.17029339216167982
1445358953.031981,C4AB6z42XTQb7iToAk,192.168.89.2,2056,8.8.8.8,53,udp,3,ntp1.dlink.com,1,C_INTERNET,1,A,,,False,False,True,False,0,False,True,0.17029339216167982
1445358969.001801,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46373,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358971.002685,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46374,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358962.04965,CtKiwg3Q5IPzxTQsXa,192.168.89.2,3110,8.8.8.8,53,udp,32182,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358973.003944,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46375,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358975.004844,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46376,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358977.005941,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46377,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358979.007027,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46378,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358981.008105,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46379,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358972.048207,CflcFA3ZEP5H1sBtE,192.168.89.2,39709,8.8.8.8,53,udp,19473,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358983.009256,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46380,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358985.064255,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46381,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358987.065325,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46382,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358989.066425,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46383,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358991.06761,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46384,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358982.04596,CEJTp4MCDJwIoByl6,192.168.89.2,7994,8.8.8.8,53,udp,39223,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445358993.068586,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46385,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358995.069642,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46386,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358997.070733,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46387,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358999.07183,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46388,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359001.072913,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46389,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445358992.044034,CAyC2y1lpCNk0paWV1,192.168.89.2,14949,8.8.8.8,53,udp,2900,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359003.073961,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46390,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359005.12722,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46391,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359007.128482,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46392,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359009.129392,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46393,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359011.130619,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46394,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359002.042194,C64tDW7dqDszETdjk,192.168.89.2,32533,8.8.8.8,53,udp,54664,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359013.132406,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46395,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359015.133647,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46396,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359017.134537,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46397,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359019.135798,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46398,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359021.136699,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46399,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359012.040299,CaL0R91XlsrgN8u6u1,192.168.89.2,52548,8.8.8.8,53,udp,45419,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359023.137962,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46400,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359025.213034,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46401,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359027.214125,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46402,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359029.215174,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46403,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359031.21627,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46404,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359022.038413,CpqCL23fH1s1zXAQTd,192.168.89.2,50578,8.8.8.8,53,udp,58662,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359033.217333,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46405,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359035.218424,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46406,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359037.219515,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46407,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359039.220694,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46408,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359041.22165,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46409,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359032.036529,C7C77u1Pa4uJJ5MvAl,192.168.89.2,62966,8.8.8.8,53,udp,6848,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359043.222743,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46410,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359045.276745,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46411,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359047.277728,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46412,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359049.278821,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46413,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359051.27991,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46414,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359042.034642,CtTNp52ILq265DB4be,192.168.89.2,43979,8.8.8.8,53,udp,19033,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359053.280987,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46415,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359055.282045,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46416,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359057.283147,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46417,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359059.284234,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46418,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359061.285482,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46419,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359052.032771,CmjEXp2ahYnGawbJa6,192.168.89.2,7681,8.8.8.8,53,udp,38700,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359063.286365,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46420,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359065.341642,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46421,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359067.342528,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46422,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359069.343789,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46423,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359071.344714,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46424,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359062.030921,C0GILzi3Wev7ZUUF6,192.168.89.2,33728,8.8.8.8,53,udp,31728,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359073.346055,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46425,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359075.346848,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46426,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359077.348113,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46427,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359079.349005,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46428,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359081.350296,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46429,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359072.029006,CPbxox2YM07QnClKvg,192.168.89.2,37710,8.8.8.8,53,udp,64507,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359083.351202,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46430,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359085.426287,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46431,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359087.428342,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46432,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359089.429412,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46433,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359091.430503,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46434,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359082.027121,CBjLsa4vsFtXsZy8cc,192.168.89.2,37303,8.8.8.8,53,udp,34453,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445359093.431597,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46435,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359095.432673,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46436,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359097.433842,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46437,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445359099.434829,CnSPjq2AZvKU0PZhba,192.168.88.61,949,192.168.88.1,53,udp,46438,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
